study_id,model,condition,attempt,error
Wilasang,gemini-3-flash-preview,D,1,"API call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3-flash\nPlease retry in 7.018254791s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '7s'}]}}"
Wong,gemini-3-flash-preview,A,1,"API call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3-flash\nPlease retry in 53.488437566s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '53s'}]}}"
Wong,gemini-3-flash-preview,B,1,"API call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3-flash\nPlease retry in 39.949102003s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '39s'}]}}"
Wong,gemini-3-flash-preview,C,1,"API call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3-flash\nPlease retry in 26.034590816s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '26s'}]}}"
Wong,gemini-3-flash-preview,D,1,"API call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3-flash\nPlease retry in 12.323627765s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '12s'}]}}"
Bernard Stoecklin,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bernard Stoecklin,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Burke,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Burke,gemini-3-flash-preview,A,2,Schema validation failed: output is missing required key(s): overall_rob
Burke,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,D,1,Invalid JSON: Unterminated string starting at: line 34 column 16 (char 2392)
Burke,gemini-3-flash-preview,D,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Chen,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Chen,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi H,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi H,gemini-3-flash-preview,A,2,Schema validation failed: output is missing required key(s): overall_rob
Choi JY,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi JY,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi JY,gemini-3-flash-preview,C,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Choi JY,gemini-3-flash-preview,D,1,Invalid JSON: Unterminated string starting at: line 34 column 16 (char 2212)
Choi JY,gemini-3-flash-preview,D,2,Invalid JSON: Unterminated string starting at: line 34 column 16 (char 2212)
Cowling,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Cowling,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Davalgi,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Davalgi,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Dinh,gemini-3-flash-preview,A,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Dinh,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Lam,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Lam,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Nachega,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Nachega,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Ng,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Ng,gemini-3-flash-preview,A,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Wilasang,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wilasang,gemini-3-flash-preview,A,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Wilasang,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Wong,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wong,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wong,gemini-3-flash-preview,C,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Choi JY,gemini-3-flash-preview,D,1,Invalid JSON: Unterminated string starting at: line 34 column 16 (char 2374)
Choi JY,gemini-3-flash-preview,D,2,Invalid JSON: Unterminated string starting at: line 30 column 16 (char 2113)
Wilasang,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Choi JY,gemini-3-flash-preview,D,1,Invalid JSON: Unterminated string starting at: line 30 column 16 (char 2029)
Choi JY,gemini-3-flash-preview,D,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,1,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Burke,gemini-3-flash-preview,B,2,"API call failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Bernard Stoecklin,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bernard Stoecklin,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bernard Stoecklin,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bernard Stoecklin,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Bi,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Burke,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Burke,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Chen,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Chen,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi H,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi H,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi JY,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Choi JY,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Cowling,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Cowling,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Davalgi,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Davalgi,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Dinh,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Dinh,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Lam,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Lam,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Nachega,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Nachega,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Ng,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Ng,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wilasang,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wilasang,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wong,gemini-3.1-pro-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Wong,gemini-3.1-pro-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Dinh,gemini-3-flash-preview,A,1,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
Dinh,gemini-3-flash-preview,A,2,"Schema validation failed: output is missing required key(s): study_id, overall_rob"
